id,Predicted
0,0.6969629526138306
1,0.768444299697876
2,0.059913069009780884
3,0.40635672211647034
4,1.1869404315948486
5,0.10578474402427673
6,0.4478674829006195
7,0.22505530714988708
8,0.08170703053474426
9,0.14561772346496582
10,0.6361742615699768
11,-0.11505848169326782
12,0.49300703406333923
13,0.31049108505249023
14,0.052503615617752075
15,0.24729925394058228
16,0.5199134349822998
17,0.4104166626930237
18,-0.24094563722610474
19,0.6180159449577332
20,-0.028052449226379395
21,0.1883569061756134
22,0.149746835231781
23,0.8675311803817749
24,0.2197597324848175
25,0.5960084795951843
26,0.5712066292762756
27,0.12421795725822449
28,-0.02540796995162964
29,-0.10397088527679443
30,0.003529101610183716
31,-0.06639629602432251
32,-0.045328497886657715
33,0.3220558762550354
34,0.02755337953567505
35,-0.06945168972015381
36,-0.055687546730041504
37,-0.08785945177078247
38,0.3276597261428833
39,-0.04384881258010864
40,0.18291732668876648
41,-0.03309577703475952
42,0.011461734771728516
43,0.5950676798820496
44,0.12892362475395203
45,0.506260335445404
46,0.5662437677383423
47,0.38783276081085205
48,1.0405519008636475
49,0.12530016899108887
50,0.21374031901359558
51,0.2319183647632599
52,0.1674436628818512
53,1.013906717300415
54,0.0351141095161438
55,-0.26949435472488403
56,0.8368054628372192
57,0.12815481424331665
58,-0.00439453125
59,0.1448514461517334
60,0.015987277030944824
61,0.05893465876579285
62,0.998272180557251
63,0.24912622570991516
64,0.3943559527397156
65,0.3894442021846771
66,0.643577516078949
67,0.8387289643287659
68,0.3907470107078552
69,0.19127386808395386
70,0.1308003067970276
71,0.11403355002403259
72,0.12914785742759705
73,-0.16280674934387207
74,0.040175825357437134
75,-0.09965503215789795
76,0.24000895023345947
77,0.010115355253219604
78,0.8213995695114136
79,-0.09158390760421753
80,0.6593772768974304
81,-0.004834592342376709
82,0.9465461373329163
83,0.2660596966743469
84,0.09161978960037231
85,0.02785596251487732
86,-0.08867263793945312
87,0.10593438148498535
88,-0.059326887130737305
89,0.6808130145072937
90,-0.03272479772567749
91,0.030775398015975952
92,0.08833485841751099
93,0.36878693103790283
94,0.4270102083683014
95,0.07755240797996521
96,0.43168163299560547
97,0.5523561835289001
98,0.12563776969909668
99,0.06106084585189819
100,0.03800112009048462
101,0.11382517218589783
102,0.24230772256851196
103,-0.08669924736022949
